,label,Sex,Race,AgeGroup,NativeCountry,WorkClass,EducationNumber,EducationLevel,MaritalStatus,Occupation,Relationship,CapitalGain,CapitalLoss,HoursPerWeek
20,0,2.0,2.0,2.0,1.0,3.0,9,3.0,6.0,8.0,5.0,0,0,20
21,0,1.0,2.0,2.0,1.0,1.0,5,2.0,3.0,5.0,1.0,0,0,40
22,0,1.0,1.0,2.0,1.0,3.0,7,2.0,3.0,14.0,1.0,0,2042,40
23,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,13.0,5.0,0,0,40
24,1,1.0,1.0,2.0,1.0,2.0,13,5.0,3.0,13.0,1.0,0,0,40
25,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,3.0,4.0,0,0,40
26,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,4.0,2.0,0,0,80
27,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
28,0,1.0,1.0,1.0,1.0,2.0,12,9.0,5.0,11.0,2.0,0,0,52
29,0,1.0,2.0,1.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,44
30,0,1.0,1.0,2.0,1.0,3.0,13,5.0,1.0,4.0,4.0,0,1408,40
31,0,1.0,1.0,2.0,1.0,1.0,10,4.0,3.0,1.0,4.0,0,0,40
32,0,1.0,2.0,1.0,1.0,6.0,10,4.0,3.0,8.0,1.0,0,0,15
33,0,1.0,1.0,2.0,2.0,3.0,7,2.0,5.0,7.0,5.0,0,0,40
34,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,7.0,4.0,0,0,40
35,0,2.0,1.0,1.0,1.0,3.0,9,3.0,2.0,1.0,6.0,0,0,25
36,0,1.0,1.0,2.0,1.0,5.0,12,9.0,3.0,10.0,1.0,0,0,40
37,0,1.0,1.0,2.0,1.0,3.0,5,2.0,3.0,7.0,1.0,0,0,43
38,0,1.0,1.0,2.0,1.0,5.0,13,5.0,3.0,10.0,1.0,0,0,40
39,0,1.0,1.0,1.0,1.0,3.0,13,5.0,3.0,13.0,1.0,0,0,50
40,0,2.0,1.0,2.0,1.0,3.0,9,3.0,6.0,1.0,5.0,0,0,40
41,0,1.0,1.0,2.0,1.0,3.0,9,3.0,5.0,6.0,2.0,0,0,35
42,1,1.0,2.0,2.0,1.0,1.0,13,5.0,3.0,10.0,1.0,0,0,40
43,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,1.0,0,0,38
44,0,2.0,1.0,2.0,1.0,3.0,14,6.0,1.0,4.0,5.0,0,0,40
45,0,1.0,1.0,2.0,1.0,6.0,11,8.0,3.0,3.0,1.0,0,0,40
46,0,1.0,1.0,2.0,1.0,3.0,11,8.0,5.0,10.0,2.0,0,0,43
47,0,2.0,2.0,2.0,1.0,3.0,10,4.0,3.0,4.0,6.0,0,0,40
48,1,2.0,1.0,2.0,2.0,3.0,15,10.0,3.0,10.0,6.0,0,1902,60
49,1,1.0,1.0,2.0,1.0,1.0,13,5.0,1.0,4.0,2.0,0,0,55
50,0,1.0,1.0,2.0,1.0,4.0,9,3.0,1.0,4.0,2.0,0,0,60
51,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,13.0,1.0,0,0,40
52,0,1.0,1.0,2.0,2.0,3.0,3,1.0,3.0,7.0,1.0,0,0,40
53,0,1.0,1.0,2.0,2.0,3.0,11,8.0,3.0,8.0,1.0,0,0,40
54,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,1.0,1.0,0,0,48
55,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,1.0,5013,0,40
56,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,12.0,1.0,2407,0,40
57,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,14.0,1.0,0,0,40
58,1,1.0,1.0,2.0,1.0,3.0,16,7.0,3.0,10.0,1.0,0,0,45
59,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,13.0,2.0,0,0,58
60,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
61,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,1.0,2.0,0,0,40
62,1,2.0,1.0,2.0,1.0,3.0,9,3.0,3.0,1.0,6.0,0,0,40
63,1,1.0,1.0,2.0,1.0,4.0,10,4.0,3.0,4.0,1.0,0,0,50
64,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,10.0,4.0,0,0,32
65,0,2.0,2.0,2.0,1.0,3.0,13,5.0,6.0,12.0,4.0,0,0,40
66,1,1.0,1.0,2.0,1.0,5.0,13,5.0,3.0,12.0,1.0,0,0,70
67,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,7.0,2.0,0,0,40
68,0,1.0,1.0,3.0,1.0,3.0,10,4.0,3.0,10.0,3.0,0,0,20
69,0,1.0,1.0,2.0,2.0,3.0,9,3.0,5.0,8.0,4.0,0,0,40
70,0,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,1.0,1.0,0,0,40
71,0,2.0,1.0,1.0,1.0,3.0,7,2.0,5.0,8.0,4.0,0,0,22
72,0,1.0,1.0,2.0,1.0,2.0,4,1.0,3.0,5.0,1.0,0,0,40
73,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,12.0,2.0,0,0,30
74,0,1.0,1.0,2.0,2.0,3.0,13,5.0,3.0,8.0,1.0,0,0,40
75,0,2.0,1.0,2.0,1.0,3.0,9,3.0,3.0,8.0,6.0,0,0,40
76,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,12.0,1.0,0,0,48
77,1,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,3.0,2.0,14344,0,40
78,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,12.0,4.0,0,0,35
79,1,1.0,1.0,2.0,1.0,2.0,9,3.0,3.0,11.0,1.0,0,0,40
80,0,1.0,1.0,2.0,1.0,3.0,14,6.0,3.0,10.0,1.0,0,0,50
81,0,1.0,1.0,2.0,1.0,3.0,5,2.0,5.0,12.0,2.0,0,0,40
82,1,2.0,1.0,2.0,1.0,1.0,16,7.0,5.0,10.0,2.0,0,0,50
83,0,1.0,1.0,2.0,1.0,3.0,11,8.0,3.0,10.0,1.0,0,0,40
84,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,3.0,5.0,0,0,40
85,0,2.0,2.0,2.0,1.0,3.0,10,4.0,1.0,7.0,5.0,0,0,25
86,1,1.0,1.0,2.0,1.0,2.0,13,5.0,3.0,11.0,1.0,0,0,40
87,0,1.0,1.0,2.0,1.0,2.0,10,4.0,5.0,6.0,2.0,0,0,50
88,1,1.0,1.0,2.0,1.0,5.0,16,7.0,3.0,10.0,1.0,0,1902,60
89,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,48
90,0,2.0,1.0,2.0,2.0,3.0,12,9.0,1.0,4.0,5.0,0,0,40
91,0,1.0,2.0,2.0,1.0,1.0,9,3.0,5.0,8.0,4.0,0,0,40
92,1,1.0,1.0,3.0,1.0,3.0,14,6.0,3.0,4.0,1.0,0,0,40
93,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,15024,0,60
94,0,2.0,1.0,2.0,1.0,5.0,14,6.0,5.0,10.0,2.0,0,0,50
95,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,13.0,4.0,0,0,40
96,0,1.0,1.0,2.0,1.0,3.0,9,3.0,5.0,3.0,2.0,0,0,40
97,1,1.0,1.0,2.0,1.0,4.0,9,3.0,3.0,3.0,1.0,7688,0,40
98,0,1.0,1.0,2.0,1.0,3.0,7,2.0,5.0,6.0,4.0,0,0,40
99,0,2.0,1.0,2.0,1.0,2.0,9,3.0,5.0,1.0,2.0,0,0,40
100,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,6.0,1.0,0,0,40
101,0,1.0,1.0,1.0,1.0,3.0,13,5.0,5.0,12.0,3.0,0,0,40
102,1,1.0,1.0,2.0,1.0,3.0,15,10.0,3.0,10.0,1.0,0,0,40
103,1,1.0,1.0,2.0,2.0,5.0,9,3.0,3.0,8.0,1.0,0,1887,50
104,0,2.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,6.0,4064,0,25
105,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,7.0,4.0,0,0,40
106,0,1.0,1.0,2.0,1.0,3.0,5,2.0,3.0,6.0,1.0,0,0,50
107,0,1.0,1.0,2.0,1.0,4.0,10,4.0,3.0,12.0,1.0,0,0,50
108,1,1.0,2.0,2.0,1.0,2.0,11,8.0,3.0,3.0,1.0,0,0,40
109,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,56
110,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,3.0,2.0,0,0,41
111,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,8.0,4.0,0,0,40
112,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,60
113,0,1.0,2.0,2.0,2.0,3.0,13,5.0,5.0,4.0,4.0,0,0,40
114,1,1.0,1.0,2.0,1.0,6.0,13,5.0,3.0,10.0,1.0,0,0,50
115,0,1.0,2.0,1.0,1.0,3.0,10,4.0,5.0,8.0,4.0,0,0,35
116,1,2.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,6.0,0,0,40
117,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,1.0,4.0,0,1719,28
118,1,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,1.0,1.0,0,0,40
119,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,3.0,2.0,0,0,40
120,0,2.0,1.0,2.0,1.0,3.0,12,9.0,5.0,12.0,2.0,0,0,60
121,0,2.0,1.0,1.0,1.0,3.0,9,3.0,5.0,8.0,2.0,0,1762,40
122,0,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,3.0,1.0,4386,0,35
123,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,12.0,1.0,0,0,50
124,0,2.0,2.0,2.0,1.0,3.0,12,9.0,1.0,13.0,2.0,0,0,36
125,1,1.0,1.0,2.0,2.0,1.0,14,6.0,3.0,10.0,1.0,0,0,40
126,0,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,3.0,1.0,0,0,60
127,0,2.0,1.0,2.0,1.0,3.0,11,8.0,3.0,1.0,6.0,0,0,35
128,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,20
129,1,1.0,2.0,2.0,1.0,3.0,10,4.0,3.0,3.0,1.0,0,0,40
130,0,1.0,1.0,3.0,1.0,4.0,9,3.0,3.0,3.0,1.0,0,0,40
131,0,2.0,1.0,2.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,40
132,0,1.0,1.0,1.0,2.0,3.0,10,4.0,5.0,8.0,4.0,0,0,30
133,1,2.0,1.0,2.0,1.0,3.0,11,8.0,5.0,10.0,2.0,0,1564,40
134,0,1.0,1.0,3.0,1.0,3.0,10,4.0,5.0,13.0,3.0,0,0,40
135,0,2.0,2.0,2.0,1.0,3.0,9,3.0,5.0,14.0,5.0,0,0,30
136,0,1.0,1.0,1.0,1.0,3.0,10,4.0,3.0,8.0,1.0,0,0,24
137,0,2.0,1.0,2.0,1.0,3.0,9,3.0,7.0,8.0,5.0,0,0,24
138,0,1.0,1.0,3.0,1.0,3.0,7,2.0,3.0,3.0,1.0,0,2179,40
139,0,2.0,1.0,2.0,2.0,2.0,10,4.0,1.0,1.0,5.0,0,0,38
140,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,1.0,2.0,0,0,40
141,0,2.0,2.0,2.0,2.0,3.0,13,5.0,5.0,4.0,3.0,0,0,40
142,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,3.0,4.0,0,0,35
143,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,46
144,0,1.0,1.0,1.0,1.0,3.0,13,5.0,5.0,6.0,2.0,0,0,40
145,0,1.0,2.0,3.0,1.0,5.0,10,4.0,6.0,12.0,5.0,0,1816,2
146,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,3.0,2.0,0,0,60
147,0,1.0,2.0,2.0,1.0,3.0,13,5.0,6.0,8.0,3.0,0,0,50
148,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,8.0,5.0,0,0,40
149,0,2.0,2.0,2.0,1.0,4.0,14,6.0,1.0,4.0,5.0,0,0,40
150,0,2.0,2.0,2.0,2.0,3.0,9,3.0,5.0,4.0,2.0,0,0,40
151,1,1.0,1.0,2.0,1.0,5.0,14,6.0,3.0,12.0,1.0,0,0,40
152,0,2.0,1.0,2.0,2.0,3.0,10,4.0,1.0,8.0,5.0,0,0,40
153,0,1.0,1.0,2.0,1.0,1.0,12,9.0,5.0,4.0,2.0,0,0,42
154,0,1.0,1.0,2.0,1.0,6.0,14,6.0,7.0,11.0,5.0,0,0,40
155,0,1.0,1.0,1.0,1.0,3.0,7,2.0,5.0,6.0,4.0,0,0,16
156,0,2.0,1.0,3.0,1.0,2.0,11,8.0,7.0,10.0,2.0,0,0,20
157,0,1.0,1.0,2.0,1.0,3.0,9,3.0,5.0,8.0,2.0,0,1980,40
158,0,1.0,1.0,2.0,1.0,6.0,9,3.0,3.0,11.0,1.0,0,0,40
159,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,1977,40
160,0,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,3.0,2.0,0,0,50
161,1,1.0,1.0,2.0,1.0,6.0,13,5.0,3.0,10.0,1.0,0,0,40
162,0,2.0,1.0,2.0,1.0,3.0,9,3.0,4.0,12.0,5.0,0,0,25
163,0,1.0,2.0,1.0,1.0,3.0,9,3.0,5.0,3.0,4.0,0,0,40
164,0,1.0,2.0,2.0,1.0,3.0,9,3.0,5.0,6.0,2.0,0,0,40
165,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,8.0,4.0,0,0,12
166,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,65
167,1,1.0,2.0,2.0,1.0,2.0,10,4.0,3.0,4.0,1.0,0,0,38
168,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,1.0,2.0,0,0,40
169,0,1.0,2.0,2.0,1.0,3.0,10,4.0,5.0,3.0,2.0,0,0,45
170,1,1.0,1.0,2.0,2.0,3.0,4,1.0,3.0,7.0,1.0,0,0,40
171,1,1.0,1.0,2.0,1.0,1.0,10,4.0,3.0,1.0,1.0,0,0,42
172,0,1.0,2.0,2.0,1.0,3.0,9,3.0,3.0,1.0,1.0,0,0,40
173,0,2.0,1.0,2.0,1.0,5.0,13,5.0,1.0,4.0,2.0,0,0,40
174,0,2.0,1.0,2.0,1.0,3.0,14,6.0,3.0,10.0,6.0,0,0,50
175,1,1.0,1.0,2.0,1.0,6.0,16,7.0,3.0,10.0,1.0,0,0,1
176,0,2.0,2.0,2.0,1.0,3.0,10,4.0,1.0,7.0,2.0,0,0,28
177,0,1.0,1.0,1.0,1.0,3.0,10,4.0,3.0,7.0,1.0,0,0,40
178,0,1.0,2.0,2.0,1.0,2.0,13,5.0,3.0,3.0,1.0,0,0,40
179,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,13.0,1.0,0,0,45
180,0,1.0,1.0,2.0,1.0,1.0,13,5.0,3.0,13.0,1.0,0,0,24
181,0,1.0,1.0,1.0,2.0,3.0,3,1.0,3.0,14.0,3.0,0,0,40
182,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,3.0,2.0,0,0,40
183,1,2.0,1.0,2.0,1.0,1.0,14,6.0,5.0,4.0,2.0,14084,0,55
184,1,1.0,1.0,2.0,1.0,3.0,14,6.0,3.0,10.0,3.0,7298,0,40
185,0,1.0,1.0,1.0,1.0,5.0,9,3.0,5.0,12.0,2.0,0,0,40
186,0,2.0,1.0,2.0,1.0,3.0,14,6.0,5.0,10.0,2.0,0,1876,40
187,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,50
188,0,2.0,1.0,2.0,1.0,2.0,10,4.0,5.0,10.0,2.0,0,1340,40
189,0,2.0,1.0,2.0,1.0,6.0,9,3.0,1.0,1.0,5.0,0,0,35
190,0,2.0,1.0,1.0,1.0,3.0,7,2.0,5.0,12.0,4.0,0,0,40
191,1,1.0,2.0,2.0,1.0,3.0,13,5.0,3.0,8.0,1.0,7298,0,36
192,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,3.0,2.0,0,0,60
193,1,2.0,1.0,2.0,1.0,4.0,9,3.0,3.0,12.0,6.0,15024,0,35
194,0,2.0,1.0,1.0,1.0,3.0,7,2.0,5.0,12.0,4.0,0,0,12
195,0,1.0,2.0,2.0,1.0,2.0,9,3.0,3.0,14.0,1.0,0,0,40
196,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
197,0,2.0,2.0,2.0,1.0,3.0,10,4.0,5.0,12.0,2.0,0,0,40
198,0,1.0,2.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
199,1,1.0,1.0,2.0,1.0,4.0,4,1.0,3.0,7.0,1.0,0,0,40
200,1,1.0,2.0,2.0,1.0,3.0,13,5.0,5.0,4.0,2.0,0,0,60
201,0,2.0,1.0,2.0,1.0,3.0,12,9.0,1.0,12.0,2.0,0,0,40
202,0,1.0,1.0,2.0,2.0,3.0,13,5.0,3.0,12.0,1.0,0,0,50
203,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,55
204,0,1.0,1.0,2.0,1.0,3.0,6,2.0,5.0,3.0,2.0,0,0,40
205,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,6.0,1.0,0,0,40
206,0,1.0,2.0,3.0,1.0,3.0,9,3.0,5.0,8.0,2.0,0,2206,40
207,0,1.0,2.0,2.0,1.0,3.0,9,3.0,3.0,1.0,1.0,0,0,20
208,0,2.0,1.0,2.0,1.0,2.0,1,1.0,5.0,7.0,2.0,0,0,35
209,0,2.0,1.0,1.0,1.0,3.0,9,3.0,5.0,12.0,4.0,0,0,40
210,0,1.0,1.0,3.0,1.0,5.0,9,3.0,3.0,5.0,1.0,1409,0,50
211,0,2.0,1.0,3.0,2.0,3.0,11,8.0,7.0,1.0,2.0,0,0,20
212,0,2.0,1.0,3.0,1.0,3.0,9,3.0,1.0,1.0,2.0,0,0,40
213,0,1.0,2.0,2.0,1.0,3.0,7,2.0,6.0,14.0,2.0,3674,0,40
214,0,2.0,2.0,2.0,1.0,3.0,9,3.0,1.0,12.0,5.0,0,0,38
215,0,1.0,1.0,2.0,1.0,3.0,10,4.0,5.0,1.0,2.0,0,0,42
216,0,2.0,2.0,2.0,1.0,3.0,10,4.0,1.0,3.0,3.0,0,0,40
217,1,1.0,1.0,2.0,1.0,3.0,15,10.0,5.0,10.0,2.0,0,0,55
218,0,1.0,1.0,2.0,1.0,6.0,9,3.0,3.0,8.0,1.0,0,0,40
219,0,2.0,1.0,2.0,1.0,6.0,10,4.0,5.0,1.0,2.0,0,0,38
220,1,1.0,1.0,2.0,2.0,3.0,13,5.0,3.0,4.0,1.0,0,0,50
221,1,1.0,1.0,2.0,1.0,2.0,14,6.0,3.0,4.0,1.0,0,0,70
222,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,14.0,4.0,0,0,40
223,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,40
224,0,2.0,1.0,2.0,1.0,5.0,9,3.0,3.0,8.0,6.0,0,0,20
225,0,1.0,1.0,1.0,1.0,6.0,12,9.0,3.0,11.0,1.0,0,0,50
226,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,3.0,2.0,0,1741,40
227,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,1.0,1.0,0,0,45
228,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,8.0,2.0,0,0,34
229,1,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,13.0,1.0,0,1977,60
230,1,2.0,1.0,2.0,1.0,3.0,15,10.0,3.0,10.0,6.0,0,0,40
231,0,2.0,2.0,2.0,1.0,3.0,13,5.0,3.0,1.0,6.0,0,0,40
232,0,2.0,2.0,2.0,1.0,2.0,6,2.0,7.0,8.0,5.0,0,0,30
233,0,1.0,1.0,1.0,1.0,2.0,10,4.0,5.0,1.0,4.0,0,0,40
234,0,1.0,1.0,2.0,1.0,3.0,10,4.0,5.0,14.0,2.0,0,0,20
235,1,1.0,2.0,2.0,2.0,5.0,9,3.0,3.0,5.0,1.0,0,0,40
236,0,2.0,1.0,1.0,1.0,3.0,9,3.0,5.0,8.0,4.0,0,0,40
237,0,2.0,1.0,2.0,1.0,3.0,9,3.0,6.0,8.0,2.0,0,0,30
238,0,2.0,1.0,2.0,1.0,3.0,11,8.0,7.0,4.0,2.0,0,0,45
239,0,1.0,1.0,2.0,1.0,3.0,4,1.0,1.0,3.0,2.0,0,0,40
240,0,2.0,1.0,2.0,1.0,3.0,13,5.0,1.0,10.0,4.0,0,0,40
241,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,12.0,1.0,0,0,60
242,0,1.0,1.0,1.0,1.0,3.0,7,2.0,5.0,8.0,4.0,0,0,12
243,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,4064,0,40
244,0,1.0,1.0,2.0,1.0,3.0,7,2.0,3.0,3.0,1.0,0,0,40
245,1,1.0,2.0,2.0,2.0,4.0,10,4.0,3.0,4.0,1.0,0,0,75
246,1,1.0,1.0,3.0,1.0,3.0,9,3.0,3.0,4.0,1.0,0,0,40
247,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,10.0,2.0,0,0,45
248,1,2.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,6.0,0,0,40
249,1,1.0,1.0,3.0,1.0,3.0,9,3.0,3.0,4.0,1.0,0,0,40
250,0,1.0,1.0,1.0,1.0,3.0,5,2.0,5.0,8.0,4.0,1055,0,24
251,0,1.0,1.0,2.0,1.0,5.0,14,6.0,3.0,5.0,1.0,2407,0,98
252,0,1.0,1.0,2.0,1.0,2.0,14,6.0,5.0,10.0,4.0,0,0,35
253,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,10.0,4.0,0,0,40
254,0,1.0,2.0,2.0,1.0,3.0,9,3.0,3.0,6.0,1.0,0,0,40
255,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,3.0,1.0,7298,0,40
256,0,2.0,1.0,2.0,1.0,3.0,10,4.0,5.0,4.0,2.0,0,0,40
257,0,2.0,1.0,2.0,1.0,3.0,10,4.0,5.0,13.0,4.0,0,0,40
258,1,2.0,1.0,1.0,1.0,3.0,10,4.0,3.0,7.0,6.0,7298,0,48
259,0,2.0,1.0,1.0,2.0,3.0,13,5.0,5.0,10.0,2.0,0,0,15
260,1,1.0,1.0,2.0,1.0,2.0,10,4.0,3.0,3.0,1.0,5178,0,40
261,0,2.0,2.0,2.0,1.0,3.0,12,9.0,1.0,12.0,5.0,0,0,45
262,0,2.0,1.0,2.0,1.0,3.0,13,5.0,1.0,10.0,2.0,0,0,42
263,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,6.0,4.0,0,0,40
264,1,1.0,1.0,2.0,1.0,1.0,14,6.0,3.0,12.0,1.0,15024,0,40
265,1,1.0,1.0,2.0,1.0,3.0,15,10.0,3.0,10.0,1.0,0,0,60
266,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,8.0,2.0,0,0,45
267,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,4.0,2.0,0,0,40
268,0,1.0,1.0,2.0,2.0,3.0,4,1.0,3.0,3.0,1.0,0,0,40
269,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,45
270,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,10.0,2.0,0,0,40
271,0,1.0,1.0,2.0,1.0,2.0,13,5.0,5.0,11.0,2.0,0,0,56
272,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,45
273,0,2.0,2.0,2.0,1.0,3.0,13,5.0,5.0,13.0,5.0,0,0,40
274,0,1.0,1.0,3.0,1.0,3.0,9,3.0,3.0,14.0,1.0,0,0,16
275,0,2.0,1.0,2.0,1.0,4.0,13,5.0,1.0,12.0,2.0,0,0,60
276,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,3.0,4.0,0,0,40
277,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,12.0,2.0,0,0,80
278,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,1.0,1.0,7688,0,40
279,0,2.0,2.0,1.0,1.0,3.0,10,4.0,5.0,8.0,2.0,0,0,25
280,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,14.0,1.0,0,0,45
281,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,12.0,1.0,4386,0,40
282,0,2.0,2.0,1.0,2.0,3.0,10,4.0,3.0,1.0,6.0,0,0,40
283,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,1.0,2.0,0,0,40
284,0,1.0,1.0,2.0,1.0,3.0,12,9.0,5.0,13.0,2.0,0,0,45
285,0,2.0,1.0,2.0,1.0,3.0,12,9.0,5.0,10.0,2.0,0,0,33
286,1,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,1.0,1.0,0,0,40
